2023-10-22 04:03:16,022 - websocket_consumer.py[line:187] - INFO# Waiting for message.
2023-10-22 04:03:16,023 - websocket_consumer.py[line:156] - INFO# Received data from RabbitMQ: Order book timestep: 1697877337, Kline_1s timestep: 1697877337
2023-10-22 04:03:16,042 - websocket_consumer.py[line:156] - INFO# Received data from RabbitMQ: Order book timestep: 1697877338, Kline_1s timestep: 1697877338
2023-10-22 04:03:16,043 - websocket_consumer.py[line:156] - INFO# Received data from RabbitMQ: Order book timestep: 1697877339, Kline_1s timestep: 1697877339
2023-10-22 04:03:16,045 - websocket_consumer.py[line:156] - INFO# Received data from RabbitMQ: Order book timestep: 1697877340, Kline_1s timestep: 1697877340
2023-10-22 04:03:16,046 - websocket_consumer.py[line:156] - INFO# Received data from RabbitMQ: Order book timestep: 1697877341, Kline_1s timestep: 1697877341
2023-10-22 04:03:16,048 - websocket_consumer.py[line:156] - INFO# Received data from RabbitMQ: Order book timestep: 1697877342, Kline_1s timestep: 1697877342
2023-10-22 04:03:16,050 - websocket_consumer.py[line:156] - INFO# Received data from RabbitMQ: Order book timestep: 1697877343, Kline_1s timestep: 1697877343
2023-10-22 04:03:16,051 - websocket_consumer.py[line:156] - INFO# Received data from RabbitMQ: Order book timestep: 1697877344, Kline_1s timestep: 1697877344
2023-10-22 04:03:16,053 - websocket_consumer.py[line:156] - INFO# Received data from RabbitMQ: Order book timestep: 1697877345, Kline_1s timestep: 1697877345
2023-10-22 04:03:16,054 - websocket_consumer.py[line:156] - INFO# Received data from RabbitMQ: Order book timestep: 1697877346, Kline_1s timestep: 1697877346
2023-10-22 04:03:16,056 - websocket_consumer.py[line:156] - INFO# Received data from RabbitMQ: Order book timestep: 1697877347, Kline_1s timestep: 1697877347
2023-10-22 04:03:16,057 - websocket_consumer.py[line:156] - INFO# Received data from RabbitMQ: Order book timestep: 1697877348, Kline_1s timestep: 1697877348
2023-10-22 04:03:16,058 - websocket_consumer.py[line:156] - INFO# Received data from RabbitMQ: Order book timestep: 1697877349, Kline_1s timestep: 1697877349
2023-10-22 04:03:16,060 - websocket_consumer.py[line:156] - INFO# Received data from RabbitMQ: Order book timestep: 1697877350, Kline_1s timestep: 1697877350
2023-10-22 04:03:16,062 - websocket_consumer.py[line:156] - INFO# Received data from RabbitMQ: Order book timestep: 1697877351, Kline_1s timestep: 1697877351
2023-10-22 04:03:16,063 - websocket_consumer.py[line:156] - INFO# Received data from RabbitMQ: Order book timestep: 1697877352, Kline_1s timestep: 1697877352
2023-10-22 04:03:16,064 - websocket_consumer.py[line:156] - INFO# Received data from RabbitMQ: Order book timestep: 1697877353, Kline_1s timestep: 1697877353
2023-10-22 04:03:16,066 - websocket_consumer.py[line:156] - INFO# Received data from RabbitMQ: Order book timestep: 1697877354, Kline_1s timestep: 1697877354
2023-10-22 04:03:16,067 - websocket_consumer.py[line:156] - INFO# Received data from RabbitMQ: Order book timestep: 1697877355, Kline_1s timestep: 1697877355
2023-10-22 04:03:16,069 - websocket_consumer.py[line:156] - INFO# Received data from RabbitMQ: Order book timestep: 1697877356, Kline_1s timestep: 1697877356
2023-10-22 04:03:16,071 - websocket_consumer.py[line:156] - INFO# Received data from RabbitMQ: Order book timestep: 1697877357, Kline_1s timestep: 1697877357
2023-10-22 04:03:16,072 - websocket_consumer.py[line:156] - INFO# Received data from RabbitMQ: Order book timestep: 1697877358, Kline_1s timestep: 1697877358
2023-10-22 04:03:16,073 - websocket_consumer.py[line:156] - INFO# Received data from RabbitMQ: Order book timestep: 1697877359, Kline_1s timestep: 1697877359
2023-10-22 04:03:16,075 - websocket_consumer.py[line:156] - INFO# Received data from RabbitMQ: Order book timestep: 1697877360, Kline_1s timestep: 1697877360
2023-10-22 04:03:16,076 - websocket_consumer.py[line:156] - INFO# Received data from RabbitMQ: Order book timestep: 1697877361, Kline_1s timestep: 1697877361
2023-10-22 04:03:16,078 - websocket_consumer.py[line:156] - INFO# Received data from RabbitMQ: Order book timestep: 1697877362, Kline_1s timestep: 1697877362
2023-10-22 04:03:16,079 - websocket_consumer.py[line:166] - INFO# Received data from RabbitMQ: Kline_1m timestep: 1697877362
2023-10-22 04:03:16,081 - websocket_consumer.py[line:156] - INFO# Received data from RabbitMQ: Order book timestep: 1697877363, Kline_1s timestep: 1697877363
2023-10-22 04:03:16,082 - websocket_consumer.py[line:156] - INFO# Received data from RabbitMQ: Order book timestep: 1697877364, Kline_1s timestep: 1697877364
2023-10-22 04:03:16,083 - websocket_consumer.py[line:156] - INFO# Received data from RabbitMQ: Order book timestep: 1697877365, Kline_1s timestep: 1697877365
2023-10-22 04:03:16,085 - websocket_consumer.py[line:156] - INFO# Received data from RabbitMQ: Order book timestep: 1697877366, Kline_1s timestep: 1697877366
2023-10-22 04:03:16,087 - websocket_consumer.py[line:156] - INFO# Received data from RabbitMQ: Order book timestep: 1697877367, Kline_1s timestep: 1697877367
2023-10-22 04:03:16,094 - websocket_consumer.py[line:156] - INFO# Received data from RabbitMQ: Order book timestep: 1697877368, Kline_1s timestep: 1697877368
2023-10-22 04:03:16,096 - websocket_consumer.py[line:156] - INFO# Received data from RabbitMQ: Order book timestep: 1697877369, Kline_1s timestep: 1697877369
