2023-10-24 14:20:54,070 - websocket_consumer.py[line:192] - INFO# Waiting for message.
2023-10-24 14:20:54,070 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128387, Kline_1s timestep: 1698128387
2023-10-24 14:20:54,081 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128388, Kline_1s timestep: 1698128388
2023-10-24 14:20:54,086 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128389, Kline_1s timestep: 1698128389
2023-10-24 14:20:54,088 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128390, Kline_1s timestep: 1698128390
2023-10-24 14:20:54,089 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128391, Kline_1s timestep: 1698128391
2023-10-24 14:20:54,090 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128392, Kline_1s timestep: 1698128392
2023-10-24 14:20:54,091 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128393, Kline_1s timestep: 1698128393
2023-10-24 14:20:54,093 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128394, Kline_1s timestep: 1698128394
2023-10-24 14:20:54,094 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128395, Kline_1s timestep: 1698128395
2023-10-24 14:20:54,095 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128396, Kline_1s timestep: 1698128396
2023-10-24 14:20:54,096 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128397, Kline_1s timestep: 1698128397
2023-10-24 14:20:54,098 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128398, Kline_1s timestep: 1698128398
2023-10-24 14:20:54,099 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128399, Kline_1s timestep: 1698128399
2023-10-24 14:20:54,100 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128400, Kline_1s timestep: 1698128400
2023-10-24 14:20:54,101 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128401, Kline_1s timestep: 1698128401
2023-10-24 14:20:54,102 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128402, Kline_1s timestep: 1698128402
2023-10-24 14:20:54,103 - websocket_consumer.py[line:164] - INFO# Received data from RabbitMQ: Kline_1m timestep: 1698128402
2023-10-24 14:20:54,104 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128403, Kline_1s timestep: 1698128403
2023-10-24 14:20:54,105 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128404, Kline_1s timestep: 1698128404
2023-10-24 14:20:54,106 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128405, Kline_1s timestep: 1698128405
2023-10-24 14:20:54,108 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128406, Kline_1s timestep: 1698128406
2023-10-24 14:20:54,109 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128407, Kline_1s timestep: 1698128407
2023-10-24 14:20:54,110 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128408, Kline_1s timestep: 1698128408
2023-10-24 14:20:54,111 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128409, Kline_1s timestep: 1698128409
2023-10-24 14:20:54,112 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128410, Kline_1s timestep: 1698128410
2023-10-24 14:20:54,113 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128411, Kline_1s timestep: 1698128411
2023-10-24 14:20:54,115 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128412, Kline_1s timestep: 1698128412
2023-10-24 14:20:54,116 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128413, Kline_1s timestep: 1698128413
2023-10-24 14:20:54,117 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128414, Kline_1s timestep: 1698128414
2023-10-24 14:20:54,118 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128415, Kline_1s timestep: 1698128415
2023-10-24 14:20:54,120 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128416, Kline_1s timestep: 1698128416
2023-10-24 14:20:54,121 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128417, Kline_1s timestep: 1698128417
2023-10-24 14:20:54,122 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128418, Kline_1s timestep: 1698128418
2023-10-24 14:20:54,124 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128419, Kline_1s timestep: 1698128419
2023-10-24 14:20:54,125 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128420, Kline_1s timestep: 1698128420
2023-10-24 14:20:54,126 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128421, Kline_1s timestep: 1698128421
2023-10-24 14:20:54,127 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128422, Kline_1s timestep: 1698128422
2023-10-24 14:20:54,129 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128423, Kline_1s timestep: 1698128423
2023-10-24 14:20:54,130 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128424, Kline_1s timestep: 1698128424
2023-10-24 14:20:54,131 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128425, Kline_1s timestep: 1698128425
2023-10-24 14:20:54,132 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128426, Kline_1s timestep: 1698128426
2023-10-24 14:20:54,134 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128427, Kline_1s timestep: 1698128427
2023-10-24 14:20:54,135 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128428, Kline_1s timestep: 1698128428
2023-10-24 14:20:54,136 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128429, Kline_1s timestep: 1698128429
2023-10-24 14:20:54,137 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128430, Kline_1s timestep: 1698128430
2023-10-24 14:20:54,139 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128431, Kline_1s timestep: 1698128431
2023-10-24 14:20:54,140 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698128432, Kline_1s timestep: 1698128432
