2023-10-22 12:38:42,479 - websocket_consumer.py[line:185] - INFO# Waiting for message.
2023-10-22 12:38:42,481 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949124, Kline_1s timestep: 1697949124
2023-10-22 12:38:42,496 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949125, Kline_1s timestep: 1697949125
2023-10-22 12:38:42,498 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949126, Kline_1s timestep: 1697949126
2023-10-22 12:38:42,501 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949127, Kline_1s timestep: 1697949127
2023-10-22 12:38:42,504 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949128, Kline_1s timestep: 1697949128
2023-10-22 12:38:42,507 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949129, Kline_1s timestep: 1697949129
2023-10-22 12:38:42,509 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949130, Kline_1s timestep: 1697949130
2023-10-22 12:38:42,512 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949131, Kline_1s timestep: 1697949131
2023-10-22 12:38:42,514 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949132, Kline_1s timestep: 1697949132
2023-10-22 12:38:42,517 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949133, Kline_1s timestep: 1697949133
2023-10-22 12:38:42,519 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949134, Kline_1s timestep: 1697949134
2023-10-22 12:38:42,522 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949135, Kline_1s timestep: 1697949135
2023-10-22 12:38:42,525 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949136, Kline_1s timestep: 1697949136
2023-10-22 12:38:42,527 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949137, Kline_1s timestep: 1697949137
2023-10-22 12:38:42,529 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949138, Kline_1s timestep: 1697949138
2023-10-22 12:38:42,532 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949139, Kline_1s timestep: 1697949139
2023-10-22 12:38:42,535 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949140, Kline_1s timestep: 1697949140
2023-10-22 12:38:42,537 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949141, Kline_1s timestep: 1697949141
2023-10-22 12:38:42,540 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949142, Kline_1s timestep: 1697949142
2023-10-22 12:38:42,542 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949143, Kline_1s timestep: 1697949143
2023-10-22 12:38:42,545 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949144, Kline_1s timestep: 1697949144
2023-10-22 12:38:42,547 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949145, Kline_1s timestep: 1697949145
2023-10-22 12:38:42,550 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949146, Kline_1s timestep: 1697949146
2023-10-22 12:38:42,553 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949147, Kline_1s timestep: 1697949147
2023-10-22 12:38:42,555 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949148, Kline_1s timestep: 1697949148
2023-10-22 12:38:42,558 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949149, Kline_1s timestep: 1697949149
2023-10-22 12:38:42,560 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949150, Kline_1s timestep: 1697949150
