2023-10-22 12:39:58,584 - websocket_consumer.py[line:185] - INFO# Waiting for message.
2023-10-22 12:39:58,586 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949581, Kline_1s timestep: 1697949581
2023-10-22 12:39:58,591 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949582, Kline_1s timestep: 1697949582
2023-10-22 12:39:58,594 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949583, Kline_1s timestep: 1697949583
2023-10-22 12:39:58,597 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949584, Kline_1s timestep: 1697949584
2023-10-22 12:39:58,599 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949585, Kline_1s timestep: 1697949585
2023-10-22 12:39:58,601 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949586, Kline_1s timestep: 1697949586
2023-10-22 12:39:58,604 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949587, Kline_1s timestep: 1697949587
2023-10-22 12:39:58,607 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949588, Kline_1s timestep: 1697949588
2023-10-22 12:39:58,609 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949589, Kline_1s timestep: 1697949589
2023-10-22 12:39:58,612 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949590, Kline_1s timestep: 1697949590
2023-10-22 12:39:58,614 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949591, Kline_1s timestep: 1697949591
2023-10-22 12:39:58,617 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949592, Kline_1s timestep: 1697949592
2023-10-22 12:39:58,620 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949593, Kline_1s timestep: 1697949593
2023-10-22 12:39:58,622 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949594, Kline_1s timestep: 1697949594
2023-10-22 12:39:58,625 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949595, Kline_1s timestep: 1697949595
2023-10-22 12:39:58,627 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949596, Kline_1s timestep: 1697949596
2023-10-22 12:39:58,630 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949597, Kline_1s timestep: 1697949597
2023-10-22 12:39:58,707 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949598, Kline_1s timestep: 1697949598
2023-10-22 12:39:59,707 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949599, Kline_1s timestep: 1697949599
2023-10-22 12:40:00,706 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949600, Kline_1s timestep: 1697949600
2023-10-22 12:40:01,707 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949601, Kline_1s timestep: 1697949601
2023-10-22 12:40:02,704 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949602, Kline_1s timestep: 1697949602
2023-10-22 12:40:03,708 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949603, Kline_1s timestep: 1697949603
2023-10-22 12:40:03,712 - websocket_consumer.py[line:164] - INFO# Received data from RabbitMQ: Kline_1m timestep: 1697949602
2023-10-22 12:40:04,705 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949604, Kline_1s timestep: 1697949604
2023-10-22 12:40:05,706 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949605, Kline_1s timestep: 1697949605
2023-10-22 12:40:06,702 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949606, Kline_1s timestep: 1697949606
2023-10-22 12:40:07,708 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949607, Kline_1s timestep: 1697949607
2023-10-22 12:40:08,714 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949608, Kline_1s timestep: 1697949608
2023-10-22 12:40:09,712 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949609, Kline_1s timestep: 1697949609
2023-10-22 12:40:10,713 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949610, Kline_1s timestep: 1697949610
2023-10-22 12:40:11,705 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949611, Kline_1s timestep: 1697949611
2023-10-22 12:40:12,706 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949612, Kline_1s timestep: 1697949612
2023-10-22 12:40:13,708 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949613, Kline_1s timestep: 1697949613
2023-10-22 12:40:14,707 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949614, Kline_1s timestep: 1697949614
2023-10-22 12:40:15,708 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949615, Kline_1s timestep: 1697949615
2023-10-22 12:40:16,709 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949616, Kline_1s timestep: 1697949616
2023-10-22 12:40:17,707 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949617, Kline_1s timestep: 1697949617
2023-10-22 12:40:18,704 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949618, Kline_1s timestep: 1697949618
2023-10-22 12:40:19,708 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949619, Kline_1s timestep: 1697949619
2023-10-22 12:40:20,704 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949620, Kline_1s timestep: 1697949620
2023-10-22 12:40:21,710 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949621, Kline_1s timestep: 1697949621
2023-10-22 12:40:22,708 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949622, Kline_1s timestep: 1697949622
2023-10-22 12:40:23,708 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949623, Kline_1s timestep: 1697949623
2023-10-22 12:40:24,707 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949624, Kline_1s timestep: 1697949624
2023-10-22 12:40:25,709 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697949625, Kline_1s timestep: 1697949625
