2023-10-22 14:52:56,238 - websocket_consumer.py[line:185] - INFO# Waiting for message.
2023-10-22 14:52:56,241 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955496, Kline_1s timestep: 1697955496
2023-10-22 14:52:56,263 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955497, Kline_1s timestep: 1697955497
2023-10-22 14:52:56,266 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955498, Kline_1s timestep: 1697955498
2023-10-22 14:52:56,271 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955499, Kline_1s timestep: 1697955499
2023-10-22 14:52:56,274 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955500, Kline_1s timestep: 1697955500
2023-10-22 14:52:56,276 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955501, Kline_1s timestep: 1697955501
2023-10-22 14:52:56,280 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955502, Kline_1s timestep: 1697955502
2023-10-22 14:52:56,283 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955503, Kline_1s timestep: 1697955503
2023-10-22 14:52:56,288 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955504, Kline_1s timestep: 1697955504
2023-10-22 14:52:56,291 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955505, Kline_1s timestep: 1697955505
2023-10-22 14:52:56,294 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955506, Kline_1s timestep: 1697955506
2023-10-22 14:52:56,297 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955507, Kline_1s timestep: 1697955507
2023-10-22 14:52:56,301 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955508, Kline_1s timestep: 1697955508
2023-10-22 14:52:56,304 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955509, Kline_1s timestep: 1697955509
2023-10-22 14:52:56,307 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955510, Kline_1s timestep: 1697955510
2023-10-22 14:52:56,310 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955511, Kline_1s timestep: 1697955511
2023-10-22 14:52:56,313 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955512, Kline_1s timestep: 1697955512
2023-10-22 14:52:56,317 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955513, Kline_1s timestep: 1697955513
2023-10-22 14:52:56,320 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955514, Kline_1s timestep: 1697955514
2023-10-22 14:52:56,322 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955515, Kline_1s timestep: 1697955515
2023-10-22 14:52:56,325 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955516, Kline_1s timestep: 1697955516
2023-10-22 14:52:56,329 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955517, Kline_1s timestep: 1697955517
2023-10-22 14:52:56,335 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955518, Kline_1s timestep: 1697955518
2023-10-22 14:52:56,339 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955519, Kline_1s timestep: 1697955519
2023-10-22 14:52:56,345 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955520, Kline_1s timestep: 1697955520
2023-10-22 14:52:56,349 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955521, Kline_1s timestep: 1697955521
