2023-10-22 14:11:20,047 - websocket_consumer.py[line:185] - INFO# Waiting for message.
2023-10-22 14:11:20,048 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955004, Kline_1s timestep: 1697955004
2023-10-22 14:11:20,054 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955005, Kline_1s timestep: 1697955005
2023-10-22 14:11:20,056 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955006, Kline_1s timestep: 1697955006
2023-10-22 14:11:20,059 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955007, Kline_1s timestep: 1697955007
2023-10-22 14:11:20,061 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955008, Kline_1s timestep: 1697955008
2023-10-22 14:11:20,063 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955009, Kline_1s timestep: 1697955009
2023-10-22 14:11:20,066 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955010, Kline_1s timestep: 1697955010
2023-10-22 14:11:20,068 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955011, Kline_1s timestep: 1697955011
2023-10-22 14:11:20,071 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955012, Kline_1s timestep: 1697955012
2023-10-22 14:11:20,074 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955013, Kline_1s timestep: 1697955013
2023-10-22 14:11:20,076 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955014, Kline_1s timestep: 1697955014
2023-10-22 14:11:20,079 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955015, Kline_1s timestep: 1697955015
2023-10-22 14:11:20,081 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955016, Kline_1s timestep: 1697955016
2023-10-22 14:11:20,084 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955017, Kline_1s timestep: 1697955017
2023-10-22 14:11:20,087 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955018, Kline_1s timestep: 1697955018
2023-10-22 14:11:20,089 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955019, Kline_1s timestep: 1697955019
2023-10-22 14:11:20,092 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955020, Kline_1s timestep: 1697955020
2023-10-22 14:11:20,094 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955021, Kline_1s timestep: 1697955021
2023-10-22 14:11:20,097 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955022, Kline_1s timestep: 1697955022
2023-10-22 14:11:20,099 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955023, Kline_1s timestep: 1697955023
2023-10-22 14:11:20,102 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955024, Kline_1s timestep: 1697955024
2023-10-22 14:11:20,105 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955025, Kline_1s timestep: 1697955025
2023-10-22 14:11:20,107 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955026, Kline_1s timestep: 1697955026
2023-10-22 14:11:20,110 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955027, Kline_1s timestep: 1697955027
2023-10-22 14:11:20,113 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955028, Kline_1s timestep: 1697955028
2023-10-22 14:11:20,116 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697955029, Kline_1s timestep: 1697955029
