2023-10-23 14:07:52,527 - websocket_consumer.py[line:186] - INFO# Waiting for message.
2023-10-23 14:17:55,761 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698041875, Kline_1s timestep: 1698041875
2023-10-23 14:17:55,887 - websocket_consumer.py[line:164] - INFO# Received data from RabbitMQ: Kline_1m timestep: 1698041874
2023-10-23 14:17:56,589 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698041876, Kline_1s timestep: 1698041876
2023-10-23 14:17:57,582 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698041877, Kline_1s timestep: 1698041877
2023-10-23 14:17:58,593 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698041878, Kline_1s timestep: 1698041878
2023-10-23 14:17:59,633 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698041879, Kline_1s timestep: 1698041879
2023-10-23 14:18:01,487 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698041880, Kline_1s timestep: 1698041880
2023-10-23 14:18:01,832 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698041881, Kline_1s timestep: 1698041881
2023-10-23 14:18:02,637 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698041882, Kline_1s timestep: 1698041882
2023-10-23 14:18:02,641 - websocket_consumer.py[line:164] - INFO# Received data from RabbitMQ: Kline_1m timestep: 1698041882
2023-10-23 14:18:03,695 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698041883, Kline_1s timestep: 1698041883
2023-10-23 14:18:04,588 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698041884, Kline_1s timestep: 1698041884
2023-10-23 14:18:05,620 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698041885, Kline_1s timestep: 1698041885
2023-10-23 14:18:06,579 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698041886, Kline_1s timestep: 1698041886
2023-10-23 14:18:07,587 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698041887, Kline_1s timestep: 1698041887
