2023-10-22 13:53:37,317 - websocket_consumer.py[line:185] - INFO# Waiting for message.
2023-10-22 13:53:37,319 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697953943, Kline_1s timestep: 1697953943
2023-10-22 13:53:37,324 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697953944, Kline_1s timestep: 1697953944
2023-10-22 13:53:37,326 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697953945, Kline_1s timestep: 1697953945
2023-10-22 13:53:37,329 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697953946, Kline_1s timestep: 1697953946
2023-10-22 13:53:37,331 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697953947, Kline_1s timestep: 1697953947
2023-10-22 13:53:37,334 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697953948, Kline_1s timestep: 1697953948
2023-10-22 13:53:37,336 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697953949, Kline_1s timestep: 1697953949
2023-10-22 13:53:37,339 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697953950, Kline_1s timestep: 1697953950
2023-10-22 13:53:37,341 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697953951, Kline_1s timestep: 1697953951
2023-10-22 13:53:37,344 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697953952, Kline_1s timestep: 1697953952
2023-10-22 13:53:37,348 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697953953, Kline_1s timestep: 1697953953
2023-10-22 13:53:37,351 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697953954, Kline_1s timestep: 1697953954
2023-10-22 13:53:37,354 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697953955, Kline_1s timestep: 1697953955
2023-10-22 13:53:37,356 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697953956, Kline_1s timestep: 1697953956
2023-10-22 13:53:37,359 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697953957, Kline_1s timestep: 1697953957
