2023-10-24 13:42:41,582 - websocket_consumer.py[line:192] - INFO# Waiting for message.
2023-10-24 13:43:14,348 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126193, Kline_1s timestep: 1698126193
2023-10-24 13:43:14,350 - websocket_consumer.py[line:164] - INFO# Received data from RabbitMQ: Kline_1m timestep: 1698126192
2023-10-24 13:43:15,361 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126194, Kline_1s timestep: 1698126194
2023-10-24 13:43:17,060 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126195, Kline_1s timestep: 1698126195
2023-10-24 13:43:17,343 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126196, Kline_1s timestep: 1698126196
2023-10-24 13:43:57,582 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126197, Kline_1s timestep: 1698126197
2023-10-24 13:43:57,678 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126198, Kline_1s timestep: 1698126198
2023-10-24 13:43:58,313 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126199, Kline_1s timestep: 1698126199
2023-10-24 13:44:00,106 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126200, Kline_1s timestep: 1698126200
2023-10-24 13:44:00,109 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126201, Kline_1s timestep: 1698126201
2023-10-24 13:44:00,198 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126202, Kline_1s timestep: 1698126202
2023-10-24 13:44:01,674 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126203, Kline_1s timestep: 1698126203
2023-10-24 13:44:06,037 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126204, Kline_1s timestep: 1698126204
2023-10-24 13:44:07,294 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126205, Kline_1s timestep: 1698126205
2023-10-24 13:44:07,809 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126206, Kline_1s timestep: 1698126206
2023-10-24 13:44:10,414 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126207, Kline_1s timestep: 1698126207
2023-10-24 13:44:12,106 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126208, Kline_1s timestep: 1698126208
2023-10-24 13:44:12,108 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126209, Kline_1s timestep: 1698126209
2023-10-24 13:44:13,362 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126210, Kline_1s timestep: 1698126210
2023-10-24 13:44:13,364 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126211, Kline_1s timestep: 1698126211
2023-10-24 13:44:13,366 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126212, Kline_1s timestep: 1698126212
2023-10-24 13:44:14,431 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126213, Kline_1s timestep: 1698126213
2023-10-24 13:44:37,336 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126214, Kline_1s timestep: 1698126214
2023-10-24 13:44:37,338 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126215, Kline_1s timestep: 1698126215
2023-10-24 13:44:37,340 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126216, Kline_1s timestep: 1698126216
2023-10-24 13:44:42,561 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126217, Kline_1s timestep: 1698126217
2023-10-24 13:44:42,562 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126218, Kline_1s timestep: 1698126218
2023-10-24 13:44:46,103 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126219, Kline_1s timestep: 1698126219
2023-10-24 13:44:47,069 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126220, Kline_1s timestep: 1698126220
2023-10-24 13:44:48,853 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126221, Kline_1s timestep: 1698126221
2023-10-24 13:44:51,142 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126222, Kline_1s timestep: 1698126222
2023-10-24 13:44:53,621 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126223, Kline_1s timestep: 1698126223
2023-10-24 13:44:55,106 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126224, Kline_1s timestep: 1698126224
2023-10-24 13:44:56,023 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126225, Kline_1s timestep: 1698126225
2023-10-24 13:44:56,765 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126226, Kline_1s timestep: 1698126226
2023-10-24 13:44:56,767 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126227, Kline_1s timestep: 1698126227
2023-10-24 13:44:58,168 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126228, Kline_1s timestep: 1698126228
2023-10-24 13:44:59,059 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126229, Kline_1s timestep: 1698126229
2023-10-24 13:45:00,336 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126230, Kline_1s timestep: 1698126230
2023-10-24 13:45:01,236 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126231, Kline_1s timestep: 1698126231
2023-10-24 13:45:02,089 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126232, Kline_1s timestep: 1698126232
2023-10-24 13:45:02,098 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126233, Kline_1s timestep: 1698126233
2023-10-24 13:45:03,851 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126234, Kline_1s timestep: 1698126234
2023-10-24 13:45:04,269 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126235, Kline_1s timestep: 1698126235
2023-10-24 13:45:04,272 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126236, Kline_1s timestep: 1698126236
2023-10-24 13:45:04,275 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126237, Kline_1s timestep: 1698126237
2023-10-24 13:45:05,087 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126238, Kline_1s timestep: 1698126238
2023-10-24 13:45:05,092 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126239, Kline_1s timestep: 1698126239
2023-10-24 13:45:07,066 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126240, Kline_1s timestep: 1698126240
2023-10-24 13:45:07,068 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126241, Kline_1s timestep: 1698126241
2023-10-24 13:45:07,070 - websocket_consumer.py[line:164] - INFO# Received data from RabbitMQ: Kline_1m timestep: 1698126242
2023-10-24 13:45:07,471 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126242, Kline_1s timestep: 1698126242
2023-10-24 13:45:08,057 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126243, Kline_1s timestep: 1698126243
2023-10-24 13:45:08,059 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126244, Kline_1s timestep: 1698126244
2023-10-24 13:45:08,880 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126245, Kline_1s timestep: 1698126245
2023-10-24 13:45:09,177 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126246, Kline_1s timestep: 1698126246
2023-10-24 13:45:10,300 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126247, Kline_1s timestep: 1698126247
2023-10-24 13:45:10,303 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126248, Kline_1s timestep: 1698126248
2023-10-24 13:45:11,584 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126249, Kline_1s timestep: 1698126249
2023-10-24 13:45:11,586 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126250, Kline_1s timestep: 1698126250
2023-10-24 13:45:12,380 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126251, Kline_1s timestep: 1698126251
2023-10-24 13:45:12,761 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126252, Kline_1s timestep: 1698126252
2023-10-24 13:45:12,764 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126253, Kline_1s timestep: 1698126253
2023-10-24 13:45:14,338 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126254, Kline_1s timestep: 1698126254
2023-10-24 13:45:14,340 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126255, Kline_1s timestep: 1698126255
2023-10-24 13:45:14,342 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126256, Kline_1s timestep: 1698126256
2023-10-24 13:45:15,712 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126257, Kline_1s timestep: 1698126257
2023-10-24 13:45:15,714 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126258, Kline_1s timestep: 1698126258
2023-10-24 13:45:15,716 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126259, Kline_1s timestep: 1698126259
2023-10-24 13:45:15,718 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126260, Kline_1s timestep: 1698126260
2023-10-24 13:45:15,720 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126261, Kline_1s timestep: 1698126261
2023-10-24 13:45:15,999 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126262, Kline_1s timestep: 1698126262
2023-10-24 13:45:16,001 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126263, Kline_1s timestep: 1698126263
2023-10-24 13:45:16,006 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126264, Kline_1s timestep: 1698126264
2023-10-24 13:45:16,889 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126265, Kline_1s timestep: 1698126265
2023-10-24 13:45:16,891 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126266, Kline_1s timestep: 1698126266
2023-10-24 13:45:16,892 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126267, Kline_1s timestep: 1698126267
2023-10-24 13:45:16,894 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126268, Kline_1s timestep: 1698126268
2023-10-24 13:51:46,380 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698126705, Kline_1s timestep: 1698126705
