2023-10-23 16:49:33,017 - websocket_consumer.py[line:186] - INFO# Waiting for message.
2023-10-23 16:49:33,018 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050939, Kline_1s timestep: 1698050939
2023-10-23 16:49:33,021 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050940, Kline_1s timestep: 1698050940
2023-10-23 16:49:33,022 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050941, Kline_1s timestep: 1698050941
2023-10-23 16:49:33,024 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050942, Kline_1s timestep: 1698050942
2023-10-23 16:49:33,025 - websocket_consumer.py[line:164] - INFO# Received data from RabbitMQ: Kline_1m timestep: 1698050942
2023-10-23 16:49:33,027 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050943, Kline_1s timestep: 1698050943
2023-10-23 16:49:33,028 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050944, Kline_1s timestep: 1698050944
2023-10-23 16:49:33,030 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050945, Kline_1s timestep: 1698050945
2023-10-23 16:49:33,032 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050946, Kline_1s timestep: 1698050946
2023-10-23 16:49:33,033 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050947, Kline_1s timestep: 1698050947
2023-10-23 16:49:33,035 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050948, Kline_1s timestep: 1698050948
2023-10-23 16:49:33,036 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050949, Kline_1s timestep: 1698050949
2023-10-23 16:49:33,038 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050950, Kline_1s timestep: 1698050950
2023-10-23 16:49:33,039 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050951, Kline_1s timestep: 1698050951
2023-10-23 16:49:33,041 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050952, Kline_1s timestep: 1698050952
2023-10-23 16:49:33,042 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050953, Kline_1s timestep: 1698050953
2023-10-23 16:49:33,044 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050954, Kline_1s timestep: 1698050954
2023-10-23 16:49:33,046 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050955, Kline_1s timestep: 1698050955
2023-10-23 16:49:33,047 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050956, Kline_1s timestep: 1698050956
2023-10-23 16:49:33,049 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050957, Kline_1s timestep: 1698050957
2023-10-23 16:49:33,050 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050958, Kline_1s timestep: 1698050958
2023-10-23 16:49:33,052 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050959, Kline_1s timestep: 1698050959
2023-10-23 16:49:33,053 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050960, Kline_1s timestep: 1698050960
2023-10-23 16:49:33,055 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050961, Kline_1s timestep: 1698050961
2023-10-23 16:49:33,056 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050962, Kline_1s timestep: 1698050962
2023-10-23 16:49:33,058 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050963, Kline_1s timestep: 1698050963
2023-10-23 16:49:33,059 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050964, Kline_1s timestep: 1698050964
2023-10-23 16:49:33,061 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050965, Kline_1s timestep: 1698050965
2023-10-23 16:49:33,062 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050966, Kline_1s timestep: 1698050966
2023-10-23 16:49:33,064 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050967, Kline_1s timestep: 1698050967
2023-10-23 16:49:33,065 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050968, Kline_1s timestep: 1698050968
2023-10-23 16:49:33,067 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050969, Kline_1s timestep: 1698050969
2023-10-23 16:49:33,068 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050970, Kline_1s timestep: 1698050970
2023-10-23 16:49:33,070 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050971, Kline_1s timestep: 1698050971
2023-10-23 16:49:33,071 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050972, Kline_1s timestep: 1698050972
2023-10-23 16:49:34,024 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050973, Kline_1s timestep: 1698050973
2023-10-23 16:49:35,019 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050974, Kline_1s timestep: 1698050974
2023-10-23 16:49:36,020 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050975, Kline_1s timestep: 1698050975
2023-10-23 16:49:37,001 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050976, Kline_1s timestep: 1698050976
2023-10-23 16:49:38,028 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050977, Kline_1s timestep: 1698050977
2023-10-23 16:49:39,000 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050978, Kline_1s timestep: 1698050978
2023-10-23 16:49:40,003 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050979, Kline_1s timestep: 1698050979
2023-10-23 16:49:41,016 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050980, Kline_1s timestep: 1698050980
2023-10-23 16:49:42,012 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1698050981, Kline_1s timestep: 1698050981
