2023-10-22 19:08:27,445 - websocket_consumer.py[line:186] - INFO# Waiting for message.
2023-10-22 19:08:27,446 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697969906, Kline_1s timestep: 1697969906
2023-10-22 19:08:27,469 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697969907, Kline_1s timestep: 1697969907
2023-10-22 19:08:27,472 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697969908, Kline_1s timestep: 1697969908
2023-10-22 19:08:27,475 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697969909, Kline_1s timestep: 1697969909
2023-10-22 19:08:27,480 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697969910, Kline_1s timestep: 1697969910
2023-10-22 19:08:27,486 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697969911, Kline_1s timestep: 1697969911
2023-10-22 19:08:27,490 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697969912, Kline_1s timestep: 1697969912
2023-10-22 19:08:27,493 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697969913, Kline_1s timestep: 1697969913
2023-10-22 19:08:27,496 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697969914, Kline_1s timestep: 1697969914
2023-10-22 19:08:27,500 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697969915, Kline_1s timestep: 1697969915
2023-10-22 19:08:27,502 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697969916, Kline_1s timestep: 1697969916
2023-10-22 19:08:27,505 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697969917, Kline_1s timestep: 1697969917
2023-10-22 19:08:27,507 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697969918, Kline_1s timestep: 1697969918
2023-10-22 19:08:27,509 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697969919, Kline_1s timestep: 1697969919
2023-10-22 19:08:27,512 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697969920, Kline_1s timestep: 1697969920
2023-10-22 19:08:27,514 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697969921, Kline_1s timestep: 1697969921
2023-10-22 19:08:27,517 - websocket_consumer.py[line:154] - INFO# Received data from RabbitMQ: Order book timestep: 1697969922, Kline_1s timestep: 1697969922
